date,humidity_percent,pressure_hpa,wind_speed_kmph,cloud_cover_percent,rainfall_mm,sunshine_hours,temperature_c
2015-01-01,49.963209507789,1006.1548572926689,29.199932439598815,63.81445683721739,14.945602060220825,10.166838932357038,63.4
2015-01-02,96.05714451279329,1003.3038467361982,7.380479823948463,45.92924535341931,4.740888758102901,5.934204524632445,59.14
2015-01-03,78.5595153449124,992.3307738752002,13.865587774795447,96.44985248639408,6.317961248610798,2.34558732758623,47.76
2015-01-04,67.89267873576293,1022.5086669071042,26.53122547431273,21.89784509842382,9.03355640904609,8.83970143932111,65.66
2015-01-05,32.48149123539492,1013.363691235604,19.283573780979196,58.78564159989407,10.182666718247418,5.024137628199549,65.4
2015-01-06,32.47956162689621,1040.5990694626803,29.542841545395753,70.02100149902226,12.113090460527204,7.135529801429966,62.18
2015-01-07,24.64668897345596,982.2476706337441,38.448316048914386,82.55644893453817,12.77300144817472,1.2871834820872659,53.98
2015-01-08,89.29409166199481,1025.0707549288588,4.6618675086079,40.697103042800705,22.785817274376797,7.579007874191907,62.53
2015-01-09,68.0892009394567,1033.4064214958094,28.382708655922436,68.69219076574815,25.47865954130206,4.482605867341492,53.2
2015-01-10,76.64580622368364,1033.1640598431816,9.21376622528458,30.320147138428275,15.443960406317798,4.010276996621934,59.63
2015-01-11,21.646759543664196,1042.0251776966868,16.57906909630277,43.547609236182026,45.36482099603641,11.758986945333614,65.08
2015-01-12,97.59278817295954,1031.0323619980645,1.314509031805593,89.56271312033992,27.65698616694773,5.189167713122966,49.04
2015-01-13,86.59541126403374,1044.9467043153388,5.436295291707958,94.99076093309543,39.373846401670335,8.13646053738881,50.37
2015-01-14,36.987128854262096,1003.2859619874624,12.791091561955987,71.88173469272647,46.21189162104217,7.5327304268860935,51.67
2015-01-15,34.54599737656805,1015.224659172608,13.679432211519398,37.4351890776185,8.15675572879026,1.2516426106218916,60.3
2015-01-16,34.6723607882747,980.9855764298023,35.98340865848383,82.00577899746641,21.393724185781725,8.975130444771793,56.83
2015-01-17,44.33937943676302,980.4870311112304,29.672516370660603,2.5867081725420182,21.66052008573044,3.877910441202918,62.14
2015-01-18,61.98051453057903,996.8088634316064,38.88731872748164,10.274591053942107,17.72361252191771,9.58727459036082,64.76
2015-01-19,54.55560149136926,987.056503799736,23.962860413409622,66.13737363753611,0.445293327581997,7.2916893913845895,59.86
2015-01-20,43.298331215843355,998.2147957555028,9.66854928365272,29.124857527005744,40.798605388904754,3.805097879441875,56.89
2015-01-21,68.94823157779035,992.3930306169879,13.106201196865715,95.13862184004778,5.57796607769514,4.275515523972851,53.97
2015-01-22,31.15950885216335,981.9964017387053,12.793436931678684,43.606061209230475,49.774029896087946,8.778088435996327,57.28
2015-01-23,43.37157188281745,1043.6512902484235,13.059773106530063,42.9364820389177,38.64792459555908,6.600711781474582,59.26
2015-01-24,49.308947463495336,980.5756191972224,26.91856692447263,67.80795101909312,29.000500880325724,8.020212488055783,54.88
2015-01-25,56.48559873736288,1031.525750103596,21.23231712361665,76.75685623061896,7.7303208870798725,1.8998198529022594,56.93
2015-01-26,82.81407691144109,990.6503520843662,15.416967123465772,47.55587381251365,25.76964856966235,9.443720066741022,57.02
2015-01-27,35.97390257266878,1043.856073539972,5.963590749148664,21.400090171172415,13.055437042890444,3.8446958269804163,66.68
2015-01-28,61.13875507308893,1042.495715771292,0.8855665176858363,77.33086427256217,12.616126227153474,7.43833520589208,63.13
2015-01-29,67.39316550896339,1025.773080245848,8.753387103507704,32.03512748736276,41.47646246912427,1.3761579029041044,50.02
2015-01-30,23.71603301759982,1027.0563904860423,4.298856158747251,17.51107692938576,19.032221197971733,3.857042893883604,66.14
2015-01-31,68.60358815211507,980.3737399378782,31.417801234089573,63.164018992501326,22.536190169540205,7.786407516799702,54.21
2015-02-01,33.64192989498332,1048.941009627952,4.499918312555415,9.04536669903504,42.148236889005915,3.290473587483007,62.42
